Specimen Code,Common Name,Latin Name,City,Province,Country,Latitude,Longitude,Matrix PCR Result,Matrix PCR Sample Type,Matrix PCR Lab,Matrix PCR Result Date,H5 PCR Result,H5 PCR Sample Type,H5 PCR Lab,H5 PCR Result Date,H7 PCR Result,H7 PCR Sample Source,H7 Testing Lab,H7 PCR Result Date
CWHC.138170.1,Lesser Scaup,Aythya affinis,Edmonton,Alberta,Canada,53.5444,-113.4909,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-12-12,,,,,,,,
CWHC.136179.1,Black-billed Magpie,Pica hudsonia,Edmonton,Alberta,Canada,53.5444,-113.4909,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-08-17,,,,,,,,
CWHC.136634.1,Sora,Porzana carolina,Edmonton,Alberta,Canada,53.5444,-113.4909,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-10-05,,,,,,,,
CWHC.136296.2,Mallard,Anas platyrhynchos,Peterborough,Ontario,Canada,44.331715,-78.331127,Negative ,Combination Sample ,Animal Health Lab - University of Guelph ,2017-09-22,,,,,,,,
CWHC.136239.1,Double-Crested Cormorant,Phalacrocorax auritus,Huntingdon,Québec,Canada,45.08861111,-74.17111111,Negative ,Combination Sample ,Laboratoire d'épidémiosurveillance animale du Québec ,2017-09-19,,,,,,,,
CWHC.137984.1,Great Horned Owl,Bubo virginianus,Orillia,Ontario,Canada,44.6671955,-79.2745703,Negative ,Combination Sample ,Animal Health Lab - University of Guelph ,2017-12-19,,,,,,,,
CWHC.136171.1,Northern Flicker,Colaptes auratus,Edmonton,Alberta,Canada,53.5444,-113.4909,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-08-17,,,,,,,,
CCWHC.000042374,American Black Duck,Anas rubripes,,,,47.5007833,-52.79,Negative ,Cloacal Sample ,Animal Health Lab - University of Guelph ,2008-11-10,,,,,,,,
CWHC.136166.1,American Robin,Turdus migratorius,Edmonton,Alberta,Canada,53.5444,-113.4909,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-08-17,,,,,,,,
CWHC.138145.1,Bohemian Waxwing,Bombycilla garrulus,Millet,Alberta,Canada,53.0921,-113.4703,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-12-12,,,,,,,,
CWHC.138172.1,Bufflehead,Bucephala albeola,Smoky Lake,Alberta,Canada,54.1124,-112.4759,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-12-12,,,,,,,,
CWHC.136183.1,Franklin's Gull,Larus pipixcan,Edmonton,Alberta,Canada,53.5444,-113.4909,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-08-17,,,,,,,,
CWHC.135787.1,Red-Tailed Hawk,Buteo jamaicensis,Kingston,Ontario,Canada,44.271375,-76.567838,Negative ,Combination Sample ,Animal Health Lab - University of Guelph ,2017-08-09,,,,,,,,
CWHC.135871.1,Franklin's Gull,Larus pipixcan,Borden,Saskatchewan,Canada,52.4050451,-107.2396555,Negative ,Combination Sample ,Prairie Diagnostic Services ,2017-08-21,,,,,,,,
CWHC.139060.2,Bald Eagle,Haliaeetus leucocephalus,Boylston,Nova Scotia,Canada,45.49552,-61.53125,Pending ,Combination Sample ,AVC - Diagnostic Virology Laboratory,,,,,,,,,
CWHC.136203.1,Great Blue Heron,Ardea herodias,Saint-Jérôme,Québec,Canada,45.77111111,-74.06805556,Negative ,Combination Sample ,Laboratoire d'épidémiosurveillance animale du Québec ,2017-09-12,,,,,,,,
CWHC.136463.1,Merlin,Falco columbarius,Edmonton,Alberta,Canada,53.5444,-113.4909,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-09-14,,,,,,,,
CWHC.136197.1,Great Horned Owl,Bubo virginianus,Strathmore,Alberta,Canada,51.0379,-113.4003,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-08-17,,,,,,,,
CWHC.135822.1,American Crow,Corvus brachyrhynchos,Clavet,Saskatchewan,Canada,51.9963367,-106.3772733,Negative ,Combination Sample ,Prairie Diagnostic Services ,2017-08-31,,,,,,,,
CWHC.136431.1,Common Nighthawk,Chordeiles minor,Edmonton,Alberta,Canada,53.5444,-113.4909,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-09-14,,,,,,,,
CWHC.135974.1,Great Blue Heron,Ardea herodias,Saint-Jean-de-Matha,Québec,Canada,46.26,-73.53027778,Negative ,Combination Sample ,Laboratoire d'épidémiosurveillance animale du Québec ,2017-09-01,,,,,,,,
CWHC.137813.1,Wild Turkey,Meleagris gallopavo,Huron/Kinloss Municipality,Ontario,Canada,0,0,Negative ,Combination Sample ,Animal Health Lab - University of Guelph ,2017-12-12,,,,,,,,
CWHC.136615.1,Canada Goose,Branta canadensis,Souris,Prince Edward Island,Canada,46.26298,-62.40382,Negative ,Combination Sample ,AVC - Diagnostic Virology Laboratory ,2017-10-31,,,,,,,,
CWHC.136815.1,Loggerhead Shrike,Lanius ludovicianus,Ottawa,Ontario,Canada,45.2884029,-75.5744464,,,,,,,,,,,,
CWHC.136437.1,Ring-Billed Gull,Larus delawarensis,Edmonton,Alberta,Canada,53.5444,-113.4909,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-09-14,,,,,,,,
CWHC.136823.1,Herring Gull,Larus argentatus,Saint-Gabriel-de-Brandon,Québec,Canada,46.30611111,-73.36416667,Negative ,Combination Sample ,Laboratoire d'épidémiosurveillance animale du Québec ,2017-11-02,,,,,,,,
CCWHC.000042380,American Black Duck,Anas rubripes,,,,47.5007833,-52.79,Negative ,Cloacal Sample ,Animal Health Lab - University of Guelph ,2008-11-10,,,,,,,,
CWHC.135823.1,Swainson's Hawk,Buteo swainsoni,Aberdeen,Saskatchewan,Canada,52.3261036,-106.2914913,Negative ,Combination Sample ,Prairie Diagnostic Services ,2017-08-31,,,,,,,,
CWHC.138816.1,Bald Eagle,Haliaeetus leucocephalus,Lesterdale,Nova Scotia,Canada,45.45034,-61.54519,Pending ,Combination Sample ,AVC - Diagnostic Virology Laboratory,,,,,,,,,
CWHC.136333.3,Double-Crested Cormorant,Phalacrocorax auritus,Val-Comeau,Nouveau-Brunswick,Canada,47.46415,-64.88524,Negative ,Combination Sample ,AVC - Diagnostic Virology Laboratory ,2017-09-28,,,,,,,,
CWHC.136038.1,Merlin,Falco columbarius,Acton,Ontario,Canada,43.6296921,-80.0414997,Negative ,Combination Sample ,Animal Health Lab - University of Guelph ,2017-08-22,,,,,,,,
CWHC.135705.1,Red-Tailed Hawk,Buteo jamaicensis,Yorkton,Saskatchewan,Canada,51.2174482,-102.4739331,Negative ,Combination Sample ,Prairie Diagnostic Services ,2017-08-18,,,,,,,,
CWHC.138148.1,Pied-Billed Grebe,Podilymbus podiceps,,Alberta,Canada,53.4723,-113.7226,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-12-12,,,,,,,,
CWHC.136447.1,Black-billed Magpie,Pica hudsonia,Edmonton,Alberta,Canada,53.5444,-113.4909,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-09-14,,,,,,,,
CWHC.136816.1,American Crow,Corvus brachyrhynchos,Cornwall,Ontario,Canada,45.033761,-74.66555,Negative ,Combination Sample ,Animal Health Lab - University of Guelph ,2017-10-31,,,,,,,,
CWHC.136226.3,Common Murre,Uria aalge,Witless Bay,Newfoundland and Labrador,Canada,47.2362,-52.77985,Negative ,Combination Sample ,AVC - Diagnostic Virology Laboratory ,2017-09-28,,,,,,,,
CWHC.136644.1,Ring-Billed Gull,Larus delawarensis,Edmonton,Alberta,Canada,53.5444,-113.4909,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-10-05,,,,,,,,
CWHC.136464.1,Canada Goose,Branta canadensis,Edmonton,Alberta,Canada,53.5444,-113.4909,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-09-19,,,,,,,,
CWHC.135720.1,Ring-Billed Gull,Larus delawarensis,Saint-Hyacinthe,Québec,Canada,45.6306875,-72.956339,Negative ,Combination Sample ,Laboratoire d'épidémiosurveillance animale du Québec ,2017-08-10,,,,,,,,
CWHC.136150.1,Great Horned Owl,Bubo virginianus,Bradwell,Saskatchewan,Canada,51.9472684,-106.2331633,Negative ,Combination Sample ,Prairie Diagnostic Services ,2017-10-10,,,,,,,,
CWHC.136805.1,Wild Turkey,Meleagris gallopavo,Sawyerville,Québec,Canada,45.36225,-71.475221,Negative ,Combination Sample ,Laboratoire d'épidémiosurveillance animale du Québec ,2017-10-31,,,,,,,,
CWHC.136296.6,Mallard,Anas platyrhynchos,Peterborough,Ontario,Canada,44.331715,-78.331127,,,,,,,,,,,,
CWHC.136098.1,Blue-Winged Teal,Anas discors,,Saskatchewan,Canada,51.701373,-106.51696,Negative ,Combination Sample ,Prairie Diagnostic Services ,2017-09-07,,,,,,,,
CWHC.135661.1,Great Horned Owl,Bubo virginianus,Leask,Saskatchewan,Canada,52.9399159,-106.4508639,Negative ,Combination Sample ,,2017-08-18,,,,,,,,
CWHC.137680.1,Canada Goose,Branta canadensis,Ottawa,Ontario,Canada,45.393302,-75.701534,Negative ,Combination Sample ,CWHC Ontario/Nunavut ,2017-11-23,,,,,,,,
CWHC.136649.1,Lesser Scaup,Aythya affinis,Edmonton,Alberta,Canada,53.5444,-113.4909,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-10-05,,,,,,,,
CWHC.136004.2,Herring Gull,Larus argentatus,Lac-Etchemin,Québec,Canada,46.39555556,-70.50833333,Negative ,Combination Sample ,Laboratoire d'épidémiosurveillance animale du Québec ,2017-08-30,,,,,,,,
CWHC.136194.1,Canada Goose,Branta canadensis,Duhamel,Alberta,Canada,52.8892,-112.964,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-08-17,,,,,,,,
CWHC.135878.1,Ring-Billed Gull,Larus delawarensis,Sorel,Québec,Canada,46.03694147,-73.11057466,Suspicious ,Combination Sample ,Laboratoire d'épidémiosurveillance animale du Québec ,2017-08-23,Negative,Combination Sample,Laboratoire d'épidémiosurveillance animale du Québec,2017-08-24,Negative,Combination Sample,Laboratoire d'épidémiosurveillance animale du Québec,2017-08-24
CWHC.135921.1,Red-Tailed Hawk,Buteo jamaicensis,Mississauga,Ontario,Canada,43.588937,-79.591865,Negative ,Combination Sample ,Animal Health Lab - University of Guelph ,2017-08-23,,,,,,,,
CWHC.135992.1,Blue Jay,Cyanocitta cristata,Georgian Bay,Ontario,Canada,44.918315,-79.726012,Negative ,Combination Sample ,Animal Health Lab - University of Guelph ,2017-08-31,,,,,,,,
CWHC.138819.1,Bald Eagle,Haliaeetus leucocephalus,Boylston,Nova Scotia,Canada,45.49551,-61.53125,Pending ,Combination Sample ,AVC - Diagnostic Virology Laboratory,,,,,,,,,
CWHC.135785.1,Ring-Billed Gull,Larus delawarensis,Saskatoon,Saskatchewan,Canada,52.1332144,-106.6700458,Suspicious ,Combination Sample ,Prairie Diagnostic Services ,2017-08-31,Negative,Combination Sample,Prairie Diagnostic Services,2017-08-31,Negative,Combination Sample,Prairie Diagnostic Services,2017-08-31
CWHC.136387.1,Trumpeter Swan,Cygnus buccinator,Saint-Fulgence,Québec,Canada,48.44646667,-70.90744444,Negative ,Combination Sample ,Laboratoire d'épidémiosurveillance animale du Québec ,2017-09-28,,,,,,,,
CWHC.135643.1,Swainson's Hawk,Buteo swainsoni,Saskatoon,Saskatchewan,Canada,52.1122025,-106.7315402,Negative ,Combination Sample ,Prairie Diagnostic Services ,2017-08-18,,,,,,,,
CWHC.136266.1,American Crow,Corvus brachyrhynchos,New Glasgow,Prince Edward Island,Canada,46.5000799,-63.406539,Negative ,Combination Sample ,AVC - Diagnostic Virology Laboratory ,2017-09-28,,,,,,,,
CWHC.138665.1,American Crow,Corvus brachyrhynchos,Charlottetown,Prince Edward Island,Canada,46.2322508,-63.13993,Pending ,Combination Sample ,AVC - Diagnostic Virology Laboratory,,,,,,,,,
CWHC.136625.1,American Crow,Corvus brachyrhynchos,Edmonton,Alberta,Canada,53.5444,-113.4909,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-10-05,,,,,,,,
CWHC.136790.1,Snow Goose,Chen caerulescens,Portneuf,Québec,Canada,48.62722222,-69.09638889,Negative ,Combination Sample ,Laboratoire d'épidémiosurveillance animale du Québec ,2017-10-26,,,,,,,,
CWHC.136008.1,Mallard,Anas platyrhynchos,Sherbrooke,Québec,Canada,45.38694444,-72.00333333,Suspicious ,Combination Sample ,Laboratoire d'épidémiosurveillance animale du Québec ,2017-08-31,Negative,Combination Sample,Laboratoire d'épidémiosurveillance animale du Québec,2017-08-31,Negative,Combination Sample,Laboratoire d'épidémiosurveillance animale du Québec,2017-08-31
CWHC.136096.1,Blue-Winged Teal,Anas discors,,Saskatchewan,Canada,51.701373,-106.51696,Negative ,Combination Sample ,Prairie Diagnostic Services ,2017-09-07,,,,,,,,
CWHC.135963.1,Blue Jay,Cyanocitta cristata,North Rustico,Prince Edward Island,Canada,46.4722854,-63.3251449,Negative ,Combination Sample ,AVC - Diagnostic Virology Laboratory ,2017-09-28,,,,,,,,
CWHC.138156.1,American Crow,Corvus brachyrhynchos,Edmonton,Alberta,Canada,53.5444,-113.4909,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-12-12,,,,,,,,
CWHC.136227.1,American Crow,Corvus brachyrhynchos,Fergus,Ontario,Canada,43.700987,-80.362253,Negative ,Combination Sample ,Animal Health Lab - University of Guelph ,2017-09-11,,,,,,,,
CWHC.136709.1,Short-Eared Owl,Asio flammeus,Hilden,Nova Scotia,Canada,45.30771,-63.30066,Negative ,Combination Sample ,AVC - Diagnostic Virology Laboratory ,2017-10-31,,,,,,,,
CWHC.136467.1,Great Horned Owl,Bubo virginianus,Millet,Alberta,Canada,53.0921,-113.4703,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-09-19,,,,,,,,
CWHC.135882.2,Double-Crested Cormorant,Phalacrocorax auritus,Tobermory,Ontario,Canada,45.249671,-81.640491,Negative ,Combination Sample ,Animal Health Lab - University of Guelph ,2017-08-17,,,,,,,,
CWHC.137812.1,Snowy Owl,Bubo scandiacus,,Ontario,Canada,44.20548831,-80.85938125,Negative ,Combination Sample ,Animal Health Lab - University of Guelph ,2017-12-08,,,,,,,,
CWHC.136333.2,Double-Crested Cormorant,Phalacrocorax auritus,Val-Comeau,Nouveau-Brunswick,Canada,47.46415,-64.88524,Negative ,Combination Sample ,AVC - Diagnostic Virology Laboratory ,2017-09-28,,,,,,,,
CWHC.138428.1,Canada Goose,Branta canadensis,Milton,Ontario,Canada,43.50284,-79.844951,Negative ,Combination Sample ,Animal Health Lab - University of Guelph ,2018-01-15,,,,,,,,
CWHC.135687.1,American White Pelican,Pelecanus erythrorhynchos,Lavallee Lake,Saskatchewan,Canada,54.2833333,-106.55,Negative ,Combination Sample ,Prairie Diagnostic Services ,2017-08-18,,,,,,,,
CWHC.136004.1,Herring Gull,Larus argentatus,Lac-Etchemin,Québec,Canada,46.39555556,-70.50833333,Negative ,Combination Sample ,Laboratoire d'épidémiosurveillance animale du Québec ,2017-08-30,,,,,,,,
CWHC.136430.1,Cedar Waxwing,Bombycilla cedrorum,Edmonton,Alberta,Canada,53.5444,-113.4909,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-09-14,,,,,,,,
CWHC.138205.1,Northern Gannet,Morus bassanus,Grande-Digue,New Brunswick,Canada,46.3433898,-64.5735357,Negative ,Combination Sample ,AVC - Diagnostic Virology Laboratory ,2018-01-10,,,,,,,,
CWHC.136748.1,American Wigeon,Anas americana,Sackville,New Brunswick,Canada,45.9086,-64.3006,Negative ,Combination Sample ,AVC - Diagnostic Virology Laboratory ,2018-01-11,,,,,,,,
CWHC.138328.1,American Crow,Corvus brachyrhynchos,Charlottetown,Prince Edward Island,Canada,46.23367,-63.13709,Pending ,Combination Sample ,AVC - Diagnostic Virology Laboratory,,,,,,,,,
CWHC.136072.1,Blue-Winged Teal,Anas discors,,Saskatchewan,Canada,51.701373,-106.51696,Negative ,Combination Sample ,Prairie Diagnostic Services ,2017-09-07,Negative,,Prairie Diagnostic Services,2017-09-07,Negative,,Prairie Diagnostic Services,2017-09-07
CWHC.137169.1,Snowy Owl,Bubo scandiacus,Rollo Bay,Prince Edward Island,Canada,46.36005,-62.33733,Negative ,Combination Sample ,AVC - Diagnostic Virology Laboratory ,2018-01-10,,,,,,,,
CWHC.136172.1,Rock Pigeon,Columba livia,Edmonton,Alberta,Canada,53.5444,-113.4909,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-08-17,,,,,,,,
CWHC.135727.1,Ring-Billed Gull,Larus delawarensis,Saskatoon,Saskatchewan,Canada,52.1265128,-106.686898,Negative ,Combination Sample ,Prairie Diagnostic Services ,2017-08-18,,,,,,,,
CWHC.136432.1,Mountain Bluebird,Sialia currucoides,Edmonton,Alberta,Canada,53.5444,-113.4909,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-09-14,,,,,,,,
CWHC.135755.1,Great Horned Owl,Bubo virginianus,O'Leary,Prince Edward Island,Canada,46.7070567,-64.2269435,Negative ,Combination Sample ,AVC - Diagnostic Virology Laboratory ,2017-09-28,,,,,,,,
CWHC.136475.1,Great Horned Owl,Bubo virginianus,Nanton,Alberta,Canada,50.3137,-113.9228,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-10-13,,,,,,,,
CWHC.136433.1,Pine Siskin,Carduelis pinus,,Alberta,Canada,53.4176,-114.5666,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-09-14,,,,,,,,
CWHC.137322.2,Ring-Billed Gull,Larus delawarensis,Longueuil,Québec,Canada,45.54363,-73.4715403,Negative ,Combination Sample ,Laboratoire d'épidémiosurveillance animale du Québec ,2017-11-28,,,,,,,,
CWHC.136090.1,American Coot,Fulica americana,,Saskatchewan,Canada,51.70114,-106.514567,Negative ,Combination Sample ,Prairie Diagnostic Services ,2017-09-07,,,,,,,,
CWHC.137259.1,Canada Goose,Branta canadensis,Sainte-Julienne,Québec,Canada,45.97222222,-73.75472222,Negative ,Combination Sample ,Laboratoire d'épidémiosurveillance animale du Québec ,2017-11-23,,,,,,,,
CWHC.136640.1,Rock Pigeon,Columba livia,Edmonton,Alberta,Canada,53.5444,-113.4909,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-10-05,,,,,,,,
CWHC.138144.1,American Robin,Turdus migratorius,Newbrook,Alberta,Canada,54.3261,-112.9509,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-12-12,,,,,,,,
CWHC.138632.1,Canada Goose,Branta canadensis,Ottawa,Ontario,Canada,45.394118,-75.703624,Negative ,Combination Sample ,Animal Health Lab - University of Guelph ,2018-01-18,,,,,,,,
CWHC.138061.1,Ring-Billed Gull,Larus delawarensis,Cowansville,Québec,Canada,45.20555556,-72.74666667,Negative ,Combination Sample ,Laboratoire d'épidémiosurveillance animale du Québec ,2017-12-28,,,,,,,,
CWHC.136176.1,Green-Winged Teal,Anas carolinensis,Wainwright,Alberta,Canada,52.8331,-110.8505,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-08-17,,,,,,,,
CWHC.136163.1,Common Grackle,Quiscalus quiscula,,Alberta,Canada,53.6164,-113.5086,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-08-17,,,,,,,,
CWHC.136771.1,Great Horned Owl,Bubo virginianus,Cardiff,Alberta,Canada,53.7745,-113.5953,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-10-19,,,,,,,,
CWHC.135777.1,Red-Tailed Hawk,Buteo jamaicensis,Spiritwood,Saskatchewan,Canada,53.3645441,-107.5174338,Negative ,Combination Sample ,Prairie Diagnostic Services ,2017-08-31,,,,,,,,
CWHC.137427.1,Long-Tailed Duck,Clangula hyemalis,Long Point [Norfolk],Ontario,Canada,42.54833056,-80.20875049,Negative ,Combination Sample ,Animal Health Lab - University of Guelph ,2017-11-27,,,,,,,,
CWHC.136296.11,Mallard,Anas platyrhynchos,Peterborough,Ontario,Canada,44.331715,-78.331127,,,,,,,,,,,,
CWHC.136659.1,Red-Tailed Hawk,Buteo jamaicensis,St. Albert,Alberta,Canada,53.6305,-113.6256,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-10-05,,,,,,,,
CWHC.136442.1,Franklin's Gull,Larus pipixcan,,Alberta,Canada,55.2867,-114.7711,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-09-14,,,,,,,,
CWHC.138169.1,Lesser Scaup,Aythya affinis,Nisku,Alberta,Canada,53.3374,-113.524,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-12-12,,,,,,,,
CWHC.136157.1,Bald Eagle,Haliaeetus leucocephalus,Murray River,Prince Edward Island,Canada,46.03016,-62.66438,Negative ,Combination Sample ,AVC - Diagnostic Virology Laboratory ,2017-09-29,,,,,,,,
CWHC.136350.1,Peregrine Falcon,Falco peregrinus,Meadow Lake,Saskatchewan,Canada,54.1316746,-108.428026,Negative ,Combination Sample ,CWHC Western/Northern ,2017-11-09,,,,,,,,
CWHC.136766.1,Rock Pigeon,Columba livia,Edmonton,Alberta,Canada,53.5444,-113.4909,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-10-19,,,,,,,,
CWHC.136635.1,Sora,Porzana carolina,Fort Saskatchewan,Alberta,Canada,53.7007,-113.2095,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-10-05,,,,,,,,
CWHC.136296.12,Mallard,Anas platyrhynchos,Peterborough,Ontario,Canada,44.331715,-78.331127,,,,,,,,,,,,
CWHC.136748.2,American Wigeon,Anas americana,Sackville,New Brunswick,Canada,45.9086,-64.3006,Negative ,Combination Sample ,AVC - Diagnostic Virology Laboratory ,2018-01-11,,,,,,,,
CWHC.137124.1,American Crow,Corvus brachyrhynchos,Lennox Island Indian Reserve No. 1,Prince Edward Island,Canada,46.6145534,-63.8468316,Negative ,Combination Sample ,AVC - Diagnostic Virology Laboratory ,2018-01-10,,,,,,,,
CWHC.135917.1,Cooper's Hawk,Accipiter cooperii,Toronto,Ontario,Canada,43.694197,-79.540315,Negative ,Combination Sample ,Animal Health Lab - University of Guelph ,2017-08-23,,,,,,,,
CWHC.136191.1,American Crow,Corvus brachyrhynchos,Edmonton,Alberta,Canada,53.5444,-113.4909,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-08-17,,,,,,,,
CWHC.136219.2,Canada Warbler,Wilsonia canadensis,Guelph,Ontario,Canada,43.539822,-80.2885,,,,2018-01-08,,,,,,,,
CWHC.138781.1,Osprey,Pandion haliaetus,Burton,New Brunswick,Canada,45.83956,-66.44478,Pending ,Combination Sample ,AVC - Diagnostic Virology Laboratory,,,,,,,,,
CWHC.138398.1,Canada Goose,Branta canadensis,Saint-Georges-de-Clarenceville,Québec,Canada,45.01704167,-73.18964167,Negative ,Combination Sample ,Laboratoire d'épidémiosurveillance animale du Québec ,2018-01-16,,,,,,,,
CWHC.137127.1,Rock Pigeon,Columba livia,Fredericton,New Brunswick,Canada,45.9784426,-66.6584021,Negative ,Combination Sample ,AVC - Diagnostic Virology Laboratory ,2018-01-10,,,,,,,,
CWHC.138468.1,Trumpeter Swan,Cygnus buccinator,Washago,Ontario,Canada,44.749374,-79.334048,Negative ,Combination Sample ,Animal Health Lab - University of Guelph ,2018-01-16,,,,,,,,
CWHC.136487.1,Great Horned Owl,Bubo virginianus,Victoria Harbour,Ontario,Canada,44.6939,-78.7402,Negative ,Combination Sample ,Animal Health Lab - University of Guelph ,2017-11-22,,,,,,,,
CWHC.135636.6,Ring-Billed Gull,Larus delawarensis,Sorel,Québec,Canada,46.04833333,-73.11277778,Negative ,Combination Sample ,Laboratoire d'épidémiosurveillance animale du Québec ,2017-08-09,,,,,,,,
CWHC.135869.1,American Crow,Corvus brachyrhynchos,Saskatoon,Saskatchewan,Canada,52.13094888,-106.7230892,Negative ,Prairie Diagnostic Services ,,2017-08-21,,,,,,,,
CWHC.136106.1,Merlin,Falco columbarius,Tignish,Prince Edward Island,Canada,46.91459,-64.02864,Negative ,Combination Sample ,AVC - Diagnostic Virology Laboratory ,2017-09-28,,,,,,,,
CWHC.135703.1,American Crow,Corvus brachyrhynchos,Saskatoon,Saskatchewan,Canada,52.1813808,-106.6346536,Negative ,Combination Sample ,Prairie Diagnostic Services ,2017-08-18,,,,,,,,
CWHC.135653.1,Mallard,Anas platyrhynchos,Leask,Saskatchewan,Canada,52.9399159,-106.4508639,Positive ,Combination Sample ,Prairie Diagnostic Services ,2017-08-18,Negative,Combination Sample,Prairie Diagnostic Services,2017-08-18,Negative,Combination Sample,Prairie Diagnostic Services,2017-08-18
CWHC.138396.2,Greater White-Fronted Goose,Anser albifrons,Amos,Québec,Canada,48.569811,-78.121372,Negative ,Combination Sample ,Laboratoire d'épidémiosurveillance animale du Québec ,2018-01-16,,,,,,,,
CWHC.136621.1,American Crow,Corvus brachyrhynchos,Red Deer,Alberta,Canada,52.2681,-113.8112,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-10-03,,,,,,,,
CWHC.138168.1,Mallard,Anas platyrhynchos,Edmonton,Alberta,Canada,53.5444,-113.4909,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-12-12,,,,,,,,
CWHC.135872.1,American Crow,Corvus brachyrhynchos,,Saskatchewan,Canada,0,0,Negative ,Combination Sample ,Prairie Diagnostic Services ,2017-08-17,,,,,,,,
CWHC.136004.4,Herring Gull,Larus argentatus,Lac-Etchemin,Québec,Canada,46.39555556,-70.50833333,Negative ,Combination Sample ,Laboratoire d'épidémiosurveillance animale du Québec ,2017-08-30,,,,,,,,
CWHC.138163.1,American Coot,Fulica americana,Wainwright,Alberta,Canada,52.8331,-110.8505,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-12-12,,,,,,,,
CWHC.136466.1,Great Horned Owl,Bubo virginianus,,Alberta,Canada,53.1964,-113.0548,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-09-19,,,,,,,,
CWHC.138174.1,Great Blue Heron,Ardea herodias,Edmonton,Alberta,Canada,53.5444,-113.4909,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-12-12,,,,,,,,
CWHC.135818.1,American Crow,Corvus brachyrhynchos,Saskatoon,Saskatchewan,Canada,52.0960472,-106.6136392,Negative ,Combination Sample ,Prairie Diagnostic Services ,2017-08-31,,,,,,,,
CWHC.136071.1,Blue-Winged Teal,Anas discors,,Saskatchewan,Canada,51.701373,-106.51696,Suspicious ,Combination Sample ,Prairie Diagnostic Services ,2017-09-07,Negative,,Prairie Diagnostic Services,2017-09-07,Negative,,Prairie Diagnostic Services,2017-09-07
CWHC.137232.1,American Crow,Corvus brachyrhynchos,Toronto,Ontario,Canada,43.7984094,-79.2733615,Negative ,Combination Sample ,Animal Health Lab - University of Guelph ,2017-11-23,,,,,,,,
CWHC.135821.1,American Crow,Corvus brachyrhynchos,Saskatoon,Saskatchewan,Canada,52.1419278,-106.6904563,Negative ,Combination Sample ,Prairie Diagnostic Services ,2017-08-31,,,,,,,,
CWHC.137820.1,Snowy Owl,Bubo scandiacus,Beamsville,Ontario,Canada,43.1973238,-79.4376299,Negative ,Combination Sample ,Animal Health Lab - University of Guelph ,2017-12-08,,,,,,,,
